propertyid,location,type,address,bedroom,bathroom,area ( Sq. Yd.),purpose,price,description,mobile,image-src
37459267,Apartment Is Available For Sale,Flat,"Clifton - Block 2, Clifton, Karachi, Sindh",3,3,200,For Sale,21000000,"Corniche Residency 
Clifton Block 2
Opposite Bilawal House
1800 Sq Feet
With Lift
3rd Floor
Tile flooring
Extended Balcony with separate washing Area
Cabinets attached to cupboards
Attached fitted Closets in all the rooms
Massive Balconies
Located in the heart of Clifton. 
For visit and details contact us.",+92-3002941742,https://media.zameen.com/thumbnails/213129499-800x600.jpeg
45154934,Bahria Town - Precinct 11-A House Sized 200 Square Yards For sale,House,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",3,4,200,For Sale,17000000,"The House comes with all the basic features necessary for a comfortable living. A solid property is the best investment. 200 Square Yards property is up for sale, so enquire today to make a booking. A price of PKR Rs. 17,000,000 is quite reasonable for this House. Looking to building a home in this city in the near future? Surely, there is no better location than Bahria Town - Precinct 11-A. Karachi is developing at a fast pace and this property is located at an ideal spot in Karachi. 

Property details are listed as follows. 
No longer will you have to miss an update or suffer buffering as the project comprises broadband internet access among many other convenient facilities. 


You can book your House today by contacting us via the given information.",+92-3333400349,https://media.zameen.com/thumbnails/216752158-800x600.jpeg
44529365,Beautiful Fully Furnished and Renovated Apartment with Lift and Parking,Flat,"Bukhari Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",3,3,144,For Sale,18000000,"Bukhari Commercial Area Near Khyaban e Muslim
3 Bedrooms attached Bathrooms Drawing Lounge Kitchen Terrace 
Fully Renovated and Furnished Apartment 
Parking and Lift
2nd Floor Front Entrance
Best for Investment
Amenities Available
For Details
Mohsin Ali",+92-3009267507,
39093704,Brand New 2 Bed Dd Apartment Available For Sale At Saima Royal Residency,Flat,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,133,For Sale,16000000,"If you are looking for a 2-bed drawing dine in a luxury apartment with modern facilities, then Saima Royal residency would be the perfect choice for you in the vicinity for Gulshan e Iqbal, block 2, main Rashid Minhas Road. 

Facilities Included 

 2 bedrooms with attached bathrooms. (Tile flooring)

 A project with all modern facilities and amenities. 

 Reserved car parking. Visitor s car parking. 

 No water, gas, and electricity problem. 

 Standby Generator. 

 Gym. 

 24 hours lift service. 

 Indoor sports activities. 

 Playing area for kids. 

 RO Plant. 

 Masjid. 

 Community Center. 

 24 Hours of surveillance cameras and security guards. 

For visit and details contact HEAVEN HOME",+92-3323010263,https://media.zameen.com/thumbnails/213246943-800x600.jpeg
27359086,Brand New 3 Bedroom Drawing Dining Flat Available For Sale At Al Khaleej Tower,Flat,"Federal B Area - Block 8, Federal B Area, Karachi, Sindh",3,4,178,For Sale,16000000,"Looking For An Aesthetically Pleasing Abode For You And Your Family A well-built Flat is for rent in Karachi. Centrally located in, FEDERAL B AREA BLOCK 8, It comes with
with all modern facilities good quality fittings and accessories according to today's needs. 
It Features
 3 Beds With Attached Bath 
 Store Room
 Drawing room, Dining Area 
 TV Lounge
 American Kitchen With Imported Sanitary fittings. 
 Tiles Flooring. 
 Neat & Clean Building
 High-speed Elevators. 
 Stand by generator 
 Security Guards
 CCTV
 Intercom System 
 External Clean & sweep service
 Reserved Car Parking 
 Prayer Area. 
 Reception Lobby. 
 24 Hours Line Water
 24 Hours of Electricity
 24 Hours Gas
 Family Environment

If You Want To Live In An Environment Which Is Absolutely Secured And Peaceful Then It Is The Right Time And The Right Place To Live. Grab This Auspicious Opportunity To Execute Your Dreams Into Reality. 
please feel free to contact us if you need further details about it. 
Do not forget to mention HEAVEN HOME while calling. 
We Request That Only Serious person Contact Us To Make An Immediate Deal",+92-3323010263,https://media.zameen.com/thumbnails/213246707-800x600.jpeg
44774806,Brand New Apartments In Al Gafoor,Flat,"Gulistan-e-Jauhar - Block 14, Gulistan-e-Jauhar, Karachi, Sindh",3,3,167,For Sale,21000000,"Brand New Apartments
3 bed d/d and 2 bed d/d apartments available with roof or without a roof in Al Gafoor Sky Tower. 
Prime Location of Gulistan e Johar
Huge Parking based on 3 floors
High-Speed Lifts
Stand By Generators
Road Facing and corner flats
Secured Environment 
Apartments Available on Different Floors
contact us for more details and for visit.",+92-3310208989,https://media.zameen.com/thumbnails/213511960-800x600.jpeg
26583041,Brand New Flat Available For Sale At Saima Royal Residency,Flat,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,122,For Sale,15000000,"Looking For An Aesthetically Pleasing Abode For You And Your Family A well-built Flat is for rent in Karachi. Centrally located in, MAIN RASHID MINHAS ROAD, It comes with
with all modern facilities good quality fittings and accessories according to today's needs. 
It Features
 2 Beds With Attached Bath 
 Store Room
 Drawing room, Dining Area 
 TV Lounge
 American Kitchen With Imported Sanitary fittings. 
 Tiles Flooring. 
 Neat & Clean Building
 High-speed Elevators. 
 Stand by generator 
 Security Guards
 CCTV
 Intercom System 
 External Clean & sweep service
 Reserved Car Parking 
 Prayer Area. 
 Reception Lobby. 
 24 Hours Line Water
 24 Hours of Electricity
 24 Hours Gas
 Family Environment

If You Want To Live In An Environment Which Is Absolutely Secured And Peaceful Then It Is The Right Time And The Right Place To Live. Grab This Auspicious Opportunity To Execute Your Dreams Into Reality. 
please feel free to contact us if you need further details about it. 
Do not forget to mention HEAVEN HOME while calling. 
We Request That Only Serious person Contact Us To Make An Immediate Deal",+92-3323010263,https://media.zameen.com/thumbnails/213246704-800x600.jpeg
45152538,Brand New Ground plus 1 House Available for sale in north karachi sector 11C/2,House,"North Karachi - Sector 11-C/2, North Karachi, Karachi, Sindh",6,6,170,For Sale,27500000,"front 30 
deep 50
170 sq yards
ground+2+2 room
36 feet street
saprat electric Gass meter
car parking
kda leased
6 bedroom
6 attached bath
2 common bath
3 kichan
3 drawing room
3 tv lounge
near Siddiqui market & disco moor
contact for more information",+92-3112596282,https://media.zameen.com/thumbnails/216734148-800x600.jpeg
44819457,Brand New House For Sale 225 Sqyd,House,"PECHS Block 3, PECHS, Jamshed Town, Karachi, Sindh",5,5,225,For Sale,90000000,"Brand New House For Sale
225 Sqyd 
Boundary Wall Town House

G+1+Basement 
Ground Floor 2Bd +kitchen+Dirty Kitchen 
1st floor 
3Bd Lounge
3Balconys
Basement Lounge+Drawing Room

Roof 

2Car Parking Space
Store Room
Servant Room

Servant Room +Washroom 

Near Dolmen Mall Parking Tariq road 

Peacefull Enviorment

Commission Applicable 

VISIT with Family Only. 

Short notice par visit NAHI ho sakayga. 

For Visit And Other Details Please Call ,Whatsapp Or Facebook Page.",+92-3110264437,https://media.zameen.com/thumbnails/214038013-800x600.jpeg
43558300,Brand New Studio Flat For Sale Chance Deal,Flat,"Muslim Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",4,2,56,For Sale,5600000,"DHA PHASE 6
MUSLIM COMMERCIAL

500 sqft

2 Bedrooms 
2 Bath rooms
Huge lounge
Kitchen
Brand new project
Sea facing
Tile flooring
New fixing fitted

Family Environment
Peaceful location 

For further details contact",+92-3022069285,https://media.zameen.com/thumbnails/213140294-800x600.jpeg
43969386,Buy East Open 120 Square Yards House At Highly Affordable Price,House,"Saima Arabian Villas, Gadap Town, Karachi, Sindh",2,2,120,For Sale,11900000,"Saima Arabian Villa
Block E 
Vip location house If you're looking for a House for your family, we have the best property options to show you. We have something special in store for you when we say that you should definitely buy this property. A 120 Square Yards property is well-suited for all your needs. You can pay a fair price of PKR Rs. 11,900,000 in instalments or as decided with the seller. Property value in Saima Arabian Villas remains stable so rest assured it'll prove to be a good investment to buy your home here. Become part of the ultimate lifestyle that awaits you in Karachi. 

You can find out more about the property below. 
Your kids can play to their heart's content in the play area adjoining the property. 
Enjoy a luxurious lifestyle with fast broadband internet access among other facilities. 
Kids can freely play at the community garden nearby. 
Vigilant security staff is on duty round the clock to ensure the safety of the residents. 
Mosques are one of the places to meet new people, and luckily the House has one nearby. 


For more information about the property, you can contact us on the given numbers.",+92-3142555343,https://media.zameen.com/thumbnails/205118612-800x600.jpeg
44762387,Buying A Flat In Gulistan-e-Jauhar - Block 15?,Flat,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar, Karachi, Sindh",3,3,150,For Sale,9800000,"Unique Classic 1350 Square Feet Apartment
6th floor
Leased
Corner
road facing
3 balcony
3 bed DD attach bathroom The Flat comes with spacious rooms, best suited for larger families. The savvy buyers will not say no to buying such a fine property. A luxurious life awaits you in this 1350 Square Feet property. This property available for as low as Rs. 9,800,000 right now has the potential to shoot up in value in no time at all. Gulistan-e-Jauhar - Block 15 is central and beautiful, and a great place to own a Flat. If you are looking for property in Karachi you don't want to miss the opportunity to buy this. 

Details of the property are mentioned below. 
A drawing room like this is necessary if you have formal get-togethers regularly. 
Breathe in the fresh air as an effective waste disposal team is on duty all the time. 
You can easily host a 3-course dinner party in this large dining room that comes with this Flat. 


If you want details, all you have to do is contact us.",+92-3323003462,https://media.zameen.com/thumbnails/213400261-800x600.jpeg
41987954,Buying A Flat In Karachi?,Flat,"Gulshan-e-Iqbal - Block 3, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",2,2,78,For Sale,8000000,"Looking For An Aesthetically Pleasing Abode For You And Your Family A well-built Flat is for sale in Karachi. Centrally located in, Rashid Minhas Road, It comes with
with all modern facilities good quality fittings and accessories according to today's needs. 
It Features
 2 Beds With Attached Bath 
 Store Room
 Dining Area 
 TV Lounge
 American Kitchen With Imported Sanitary fittings. 
 Tiles Flooring. 
 Neat & Clean Building
 High-speed Elevators. 
 Stand by generator 
 Security Guards
 CCTV
 Intercom System 
 External Clean & sweep service
 Reserved Car Parking 
 Prayer Area. 
 Reception Lobby. 
 24 Hours Line Water
 24 Hours of Electricity
 24 Hours Gas
 Family Environment

If You Want To Live In An Environment Which Is Absolutely Secured And Peaceful Then It Is The Right Time And The Right Place To Live. Grab This Auspicious Opportunity To Execute Your Dreams Into Reality. 
please feel free to contact us if you need further details about it. 
Do not forget to mention Heaven Home while calling. 
We Request That Only Serious person Contact Us To Make An Immediate Deal",+92-3323010263,https://media.zameen.com/thumbnails/213246688-800x600.jpeg
45152086,Buying A Prime Location Flat In North Nazimabad - Block H?,Flat,"North Nazimabad - Block H, North Nazimabad, Karachi, Sindh",3,3,156,For Sale,17500000,"Flat for sale 
3 bedrooms
Drawing room
Dining room
Attached bath
American kitchen
Prime location At a price like this, the Flat is the best option. When it comes to housing, location is everything and we have quite a many options regarding that. Follow the market trends, purchase your 1400 Square Feet Flat today. Property value at PKR Rs. 17,500,000 can be the best deal you can find for this type. Property in this North Nazimabad - Block H is up to the mark. So, go ahead and check it out for yourself. Karachi has affordable housing options, so start exploring today!

Important details of the property are listed below. 
You don't have to worry about space anymore with the expansive sitting room that is part of this property. 
The property has a spacious drawing and dining room to allow you to entertain in style. 
With the drawing-room, you don't have to worry about keeping the rest of the house spotless for guests. 


You can contact us now to know all about it.",+92-3332148026,
43790000,Corner 2 Bed Apartment For Sale In Aman Tower,Flat,"Korangi, Karachi, Sindh",2,2,83,For Sale,3700000,"750 Sft, 4th floor, Corner, New apartment, 2 bedroom with attach bath, new Cabinets in kitchen, Water tank installed

24 Hrs. available, 
Security, CCTV Monitoring, Sweet water, Electricity, video available",+92-3000900226,https://media.zameen.com/thumbnails/207560493-800x600.jpeg
44535988,Corner 2 Bed Apartment In Aman Tower On Economical Rates,Flat,"Korangi Creek Cantonment, Korangi, Karachi, Sindh",2,2,83,For Sale,3800000,"4th Floor, Corner, 2 Bedroom, Lounge, video available

24 Hrs. available
Security, CCTV Monitoring, Sweet Water, Electricity, transport for all city

For the kind of well-designed Flat you are looking for, this one is a great option. Buy this property and you will not have any regrets. 750 Square Feet property with practical features can be hard to come by, so make the most of this offer today. Seeking good investment opportunity starting from Rs. 4,000,000? Look no further as this is the right choice for you. No need to compromise on a peaceful lifestyle by living in this property situated in Korangi Creek Cantonment. Don't miss the opportunity of owning your home in Karachi with options available at affordable prices. 

What more this property has to tell you is written below. 
The premise is kept clean at all times through an effective waste disposal management service. 
Still confused? No worries. Grab the phone and contact us to have all your doubts cleared. 
The apartment building provides an inviting ambiance with its spacious lobby and reception area. 


You can contact us now to know all about it!",+92-3000900226,https://media.zameen.com/thumbnails/207560482-800x600.jpeg
43916123,Corner 2 Bed Lounge Apartment For Sale In Aman Tower On Investor Rates,Flat,"Korangi, Karachi, Sindh",2,2,83,For Sale,3800000,"2 Bedroom with attach bath, Lounge, tile flooring, just like new, new cabinets in kitchen, 4th floor Corner

24 Hrs. available Security, CCTV Monitoring, sweet water, Electricity, Parking facility, 

located at front of Indus Hospital, SSAT Degree College, CBM University is on also walking distance,",+92-3000900226,https://media.zameen.com/thumbnails/207560488-800x600.jpeg
